Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method,Index,Organization,Email,Name,Industries_right,Description_right,Founded Date_right,Total Funding Amount_right,Last Funding Date_right,Last Funding Amount_right,Last Funding Amount Currency_right,NIT,NOMBRE EMPRESA,CIIU,EMPRENDEDOR,DEPARTAMENTO,CIUDAD,CORREO ELECTRONICO,TELÉFONO ,Unnamed: 16,Intersección
VALIU,https://www.crunchbase.com/organization/valiu,"Cryptocurrency, Finance, Financial Services, FinTech","Bogotá, Distrito Especial, Colombia","Valiu is a developing a digital remittance platform that enables migrants to send money via cash, debit, or credit.","7,499",Latin America,$1M to $10M,Active,2018-09-17,day,,,,,For Profit,https://valiu.com,https://twitter.com/valiuco,https://www.facebook.com/pg/Valiu-688594454866755/about/,https://www.linkedin.com/company/valiu/,hola@valiu.co,,6,,"Valiu is a fintech company that provides borderless financial services to all Venezuelans. It has created a mobile application that allows access to a convenient dollar savings and transfer system for any migrant or family member, regardless of their socioeconomic status or the range of their phone.  The company was co-founded by Simon Chamorro, David Barinas, and Alberto Niego in 2018.",,,,,,,,,,,,,,"Financial Services, Payments, Software",3.0,"Alberto Niego, Omar David Barinas Orjuela, Simon Chamorro",11-50,2.0,Seed,2020-12-04,5250000.0,USD,5250000.0,Seed,5250000.0,USD,5250000.0,Seed,6477000.0,USD,6477000.0,6477000.0,USD,6477000.0,"Soma Capital, Y Combinator, Castle Island Ventures, Blockchange Ventures, Mercy Corps Ventures",3.0,9.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"7,884",32.0,,,,,,,,,,,,11.0,CELUCAMBIO,juan.salazar@geeksify.com,AYENDA HOTELS,"Hospitality, Hotel, Travel",Fastest growing budget hotel chain.,2015-05-01,10000000.0,2020-02-19,8700000.0,USD,900979801.0,AYENDA S.A.S.,"7911 Actividades de las agencias de viaje
6201 Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)
7912 Actividades de operadores turísticos
 ",ANDRÉS FELIPE SARRAZOLA VÉLEZ,ANTIOQUIA,Medellín,lgonzalez@ayenda.co; info@ayenda.co,3117360   3148849641,,
RAPPI,https://www.crunchbase.com/organization/rappi,"Consumer Goods, E-Commerce, Food Delivery","Bogotá, Distrito Especial, Colombia",Rappi is a consumer tech company that specializes in providing online delivery services.,"7,739",Latin America,$10M to $50M,Active,2015-01-01,year,,,,,For Profit,http://www.rappi.com,https://twitter.com/rappibrasil,https://www.facebook.com/RappiBrasil/,https://www.linkedin.com/company/rappi/,servicoaocliente@rappi.com,,93,Unicorn,"Rappi is a consumer tech company that specializes in providing online delivery services. It connects consumers who want to purchase prepared foods, groceries, clothes, and virtually anything with independent contractors who can fulfill those needs. The company was founded in 2015 with its main offices in Bogota, Colombia.",,,,,,,,,,,,,,"Commerce and Shopping, Consumer Goods, Food and Beverage, Transportation",3.0,"Felipe Villamarin, Sebastian Mejia, Simon Borrero",5001-10000,9.0,Late Stage Venture,2020-09-24,300000000.0,USD,300000000.0,Series F,300000000.0,USD,300000000.0,Series F,1692005447.0,USD,1692005447.0,1692005447.0,USD,1692005447.0,"SoftBank, Sequoia Capital, FJ Labs, Andreessen Horowitz, FundersClub",8.0,38.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,2.0,"8,134",66.0,1.0,,39.0,,,,,,,,,12.0,CHIPER,jose@chiper.co,LAIKA,"Consumer Goods, E-Commerce, Pet, Retail",LAIKA is an e-commerce platform for pets that offers a variety of products and services.,2017-08-30,7000000.0,2020-07-09,5000000.0,USD,901110407.0,PROYECTO E SAS - LAIKA,"4791 Comercio al por menor realizado a través de internet
4755 Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados
9609 Otras actividades de servicios personales n.c.p.
 ","Camilo Sanchez, Manuela Sanchez Villamarin",Bogotá D.C.,Bogotá,jreyes@laika.com.co,3106090783   3009108496  ,,
ROBINFOOD,https://www.crunchbase.com/organization/muy,"Food and Beverage, Food Delivery, Restaurants, Retail Technology","Bogotá, Distrito Especial, Colombia",RobinFood is an operator of a chain of restaurants used to provide access to quality and affordable homemade food.,"8,657",Latin America,Less than $1M,Active,2018-03-01,month,,,,,For Profit,http://robinfood.com,,,https://www.linkedin.com/company/robinfoodlatam,jose@muy.com.co,,7,,"RobinFood is an operator of a chain of restaurants used to provide access to quality and affordable homemade food. Its restaurants leverage its own technology through which customizable orders could be placed by choosing various dishes based on their features and nutrients through a touch screen that enables customers to receive a meal in less than five minutes after ordering. RobinFood was founded in 2018 and is headquartered in Bogotá, Colombia.",,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage, Hardware, Software, Transportation",2.0,"Jose Guillermo Calderon, Miguel Mc Allister",501-1000,4.0,Early Stage Venture,2020-10-02,16000000.0,USD,16000000.0,Debt Financing,15000000.0,USD,15000000.0,Series B,20000000.0,USD,20000000.0,36000000.0,USD,36000000.0,"ALLVP, Seaya Ventures, MGM Innova Group",2.0,3.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"9,099",13.0,,,,0.0,0.0,,Advertising; business,,,,,13.0,DATATRAFFIC,danielcuervo@datatraffic.com.co,TRUORA,"Developer Platform, Information Services, Security","Truora provides fast, innovative, and safe solution in background checks and identity theft detection.",2018-01-01,3500000.0,2019-06-01,3300000.0,USD,901189979.0,TRUORA SAS,"6311 Procesamiento de datos, alojamiento (hosting) y actividades relacionadas","Cesar Pino, Daniel Bilbao, Daniel Bilbao, Maite Muniz Telleria",Bogotá D.C.,Bogotá,contact@truora.com,3196017008   ,,
ZINOBE,https://www.crunchbase.com/organization/zinobe,"Big Data, Credit, Financial Services, FinTech, Insurance, Payments","Bogotá, Distrito Especial, Colombia",Digital financial services company in the Colombian market. Developed a data centric credit model to help target underserved markets.,"9,826",Latin America,$1M to $10M,Active,2011-07-01,day,,,,,For Profit,http://www.zinobe.com,,,https://www.linkedin.com/company/2512942/,alianzas@zinobe.com,(+571) 3299833,1,,"Zinobe has operated in Colombia since 2012 and develops online financial products for the consumer and small business sectors. The company is focused on using technology to provide the highest level of customer experience and has developed a data centric credit model to help target underserved markets in Colombia. Zinobe is backed by firms such as QED Investors, a U.S. based venture capital firm specializing in disruptive financial services companies in the U.S., U.K. and Latin America. For more information, please visit www.zinobe.com, www.lineru.com.",,,,,,,,,,,,,,"Data and Analytics, Financial Services, Lending and Investments, Payments",2.0,"Martin Schrimpff, Tarek El Sherif",101-250,3.0,Early Stage Venture,2020-04-01,30000000.0,USD,30000000.0,Debt Financing,,,,Series A,,,,30000000.0,USD,30000000.0,"QED Investors, Ali Saadat Meli, Martin Schrimpff",2.0,3.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"10,301",6.0,,,18.0,,,,,,,,,14.0,DATAWIFI,,UBITS,"Corporate Training, E-Learning, EdTech, Education, Human Resources",UBITS is an online learning platform for skilling employees in Latin America.,2013-01-01,2500000.0,2020-08-04,,,900850957.0,UBITS LEARNING SOLUTIONS SAS,"6201-Actividades de desarrollo de sistemas informáticos planificación, análisis, diseño, programación, pruebas",Martha Helena Forero Sepulveda,Bogotá D.C.,Bogotá,sebastianc@ubits.co,3208538041,,
TUL,https://www.crunchbase.com/organization/tul-302e,"Building Material, Construction, E-Commerce, Hardware, Mobile Apps","Bogotá, Distrito Especial, Colombia",Tül offers an application where users can buy hardware and construction products directly from their phone.,"10,269",Latin America,,Active,2020-01-22,day,,,,,For Profit,https://tul.com.co/,https://twitter.com/soytulcol,https://www.facebook.com/soytulcol,https://www.linkedin.com/company/soytul/,info@tul.com.co,8088165,1,,"Tül offers an application where users can buy hardware and construction products directly from their phone, at the time that best suits them and their business. It is their right hand for the purchase of all hardware and construction products. Users will find the best prices on their purchases, they can buy what they want when they want it and they will receive what it is when it is.",,,,,,,,,,,,,,"Apps, Commerce and Shopping, Hardware, Mobile, Real Estate, Software",3.0,"Enrique Villamarin Lafaurie, Juan Carlos Narváez, Nicolas Villegas",101-250,1.0,Seed,2020-10-27,4000000.0,USD,4000000.0,Seed,4000000.0,USD,4000000.0,Seed,4000000.0,USD,4000000.0,4000000.0,USD,4000000.0,"Vine Ventures, Jose Llorens",1.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"10,758",32.0,,,,,,,,,,,,15.0,DATUP,felipeha@datup.ai,BACKSTARTUP,"Accounting, Financial Services, Small and Medium Businesses",SwaS (Software with a services) that automates and replaces the accountant for Latin Americas SMBs,2014-09-08,2100000.0,2021-02-17,1200000.0,USD,900771183.0,BACKSTARTUP,7020-Actividades de consultaría de gestión,Cristian Camilo Villamizar Gelvez,Bogotá D.C.,Bogotá,camila.olivar@backstartup.com,3164715235,,
MENSAJEROS URBANOS,https://www.crunchbase.com/organization/mensajeros-urbanos,,"Bogotá, Distrito Especial, Colombia",The largest and diverse collaborative logistic network in Colombia and the fastest growing in México and LATAM.,"10,312",Latin America,$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://mensajerosurbanos.com/,http://twitter.com/mensajerosurban,http://www.facebook.com/MensajerosUrbanos,http://www.linkedin.com/company/3174325,santiago@mensajerosurbanos.com,,12,,"Mensajeros Urbanos is the largest and diverse (bikes, motorcycles, cars, vans, trucks and micro-warehouses) collaborative logistic network in Colombia and the fastest growing in México and LATAM.  We provide a faster, flexible and cost efficient last-mile logistic solutions across multiple industries: courier, e-commerce, restaurants, pharmacies, supermarkets, convenience stores, retails and CPGs. Our mission is to connect the largest and diverse logistic network in LATAM through our technology.",,,,,,,,,,,,,,,3.0,"Juan David Vizcaya Sanchez, Rafael Socarras, Santiago Pineda",251-500,6.0,,2020-07-07,,,,Venture - Series Unknown,,,,Venture - Series Unknown,747950.0,USD,747950.0,930473.0,USD,930473.0,"Wayra, Movile",2.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"10,801",57.0,8.0,"45,788",27.0,,,,,,,,,16.0,DIREKTIO,juand.escobar@direktio.com,VOZY,"Artificial Intelligence, Enterprise Software, SaaS, Software, Speech Recognition, Virtual Assistant",Vozy is a voice AI platform that helps companies to transform the way they interact with customers.,2016-01-18,1300000.0,2021-02-11,,,901052578.0,VOZY SAS,"6209 Otras actividades de tecnologías de información y actividades de servicios informáticos
6399 Otras actividades de servicios de información n.c.p.
 ",Humberto José Pertuz Gonzalez,Antioquia,Medellín,hpertuz@vozy.co,"3052200100
43819143",,
OMNI LATAM,https://www.crunchbase.com/organization/omni-latam,"Commercial Lending, Finance, Financial Services, FinTech, Risk Management","Bogotá, Distrito Especial, Colombia",Omni Latam is a financial services platform (fintech) in Latin America that offers digital financial solutions.,"10,777",Latin America,$1M to $10M,Active,2018-01-01,year,2020-06-16,day,,,For Profit,https://omnilatam.com/co/,https://twitter.com/omnilatam,https://es-la.facebook.com/omnilatam/,https://www.linkedin.com/company/omnilatam,ceo@portalfinance.co,+57 4 444 21-40,10,,"Omni Latam is a financial services platform (fintech) in Latin America that offers digital financial solutions for companies, facilitating access to financing wherever you are, without moving and with approval in less than an hour.",,,,,,,,,,,,,,"Financial Services, Lending and Investments, Professional Services",3.0,"Andrés Abumohor, Charlie A Cliff, Diego Caicedo",101-250,4.0,M&A,2018-09-03,200000000.0,USD,200000000.0,Debt Financing,1600000.0,USD,1600000.0,Seed,1650000.0,USD,1650000.0,201650000.0,USD,201650000.0,"Magma Partners, BTG Pactual",2.0,2.0,,Was Acquired,Omni Latam acquired by Greensill Capital,https://www.crunchbase.com/acquisition/greensill-capital-acquires-omni-latam--8fa21b48,Greensill Capital,https://www.crunchbase.com/organization/greensill-capital,2020-06-16,day,,,,Acquisition,,Private,,,,,,,,,,,,,,,"11,276",17.0,,,,,,,,,,,,17.0,EMOBI,,REBUS TECHNOLOGY,"Artificial Intelligence, Developer Platform, Event Management, Event Promotion",Rebus Technology is a maximization and prediction engine specifically catered for the event tech industry.,2016-04-01,685000.0,2021-02-11,,,900957687.0,REBUS TECHNOLOGY,"6202 Actividades de consultoría informática y actividades de administración de instalaciones informáticas
9006 Actividades teatrales",Juliana Villalba,Bogotá D.C.,Bogotá,alejandro@rebus.com.co; juliana@rebus.com.co,3174231208,,
LAIKA,https://www.crunchbase.com/organization/laika,"Consumer Goods, E-Commerce, Pet, Retail","Bogotá, Distrito Especial, Colombia",LAIKA is an e-commerce platform for pets that offers a variety of products and services.,"11,647",Latin America,,Active,2017-08-30,day,,,,,For Profit,http://www.laika.com.co,,https://web.facebook.com/LaikaUniverso/,https://www.linkedin.com/company/laika-app/about/,servicioalcliente@laika.com.co,+3009108496,2,,"LAIKA is like a dog with two tails right now. Its platform for pet products and services has been growing in recent months and it’s drawn the necessary investment to keep up its momentum. LAIKA built a digital platform where users don’t have to go anywhere else to meet said needs. With two main sections; products and services. In the products section, we have more than 4,000 references (among which you can find most of the brands of food, snacks, medicines, accessories and others). In the services section, we have more than 17 services, all the healthcare, beauty and entertainment services. All of the above delivered straight to your home and with the flexibility of choosing the date and time on and at which you wish to receive the order, including same-day deliveries for the main cities and accepting all payment methods, both online and cash on delivery.",,,,,,,,,,,,,,"Commerce and Shopping, Community and Lifestyle, Consumer Goods",2.0,"Camilo Sanchez, Manuela Sanchez Villamarin",11-50,4.0,Seed,2020-07-09,7000000.0,USD,7000000.0,Seed,7000000.0,USD,7000000.0,Seed,7000000.0,USD,7000000.0,7000000.0,USD,7000000.0,"Soma Capital, Y Combinator, JAM Fund, Pioneer Fund, Palm Drive Capital",1.0,10.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"12,179",53.0,,,,,,,,,,,,18.0,ENJOYFLOWERS,marcelac@enjoyflowers.com,PLATZI,"Education - Edutainment  - Recruiting  - Training  - Edutainment
Recruiting
Training","Platzi is an effective online education platform that offers classes on marketing, programming, business, and design.",2012-07-01,16400000.0,2019-06-07,6000000.0,USD,900594524.0,PLATZI SAS,"8559 Otros tipos de educación n.c.p.
6201 Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)
6209 Otras actividades de tecnologías de información y actividades de servicios informáticos",JOHN FREDDY VEGA FORERO,Bogotá D.C.,Bogotá,f@platzi.com; n@platzi.com,3108128881,Verificar el de fredy,1.0
FINSOCIAL,https://www.crunchbase.com/organization/finsocial,"Banking, Financial Services","Barranquilla, Atlantico, Colombia",Finsocial provides credit solutions including payroll loan for teachers and pensioners.,"12,053",Latin America,,Active,2012-01-01,year,,,,,For Profit,http://www.finsocial.co/,https://twitter.com/finsocial2,https://www.facebook.com/finsocialsas/,https://www.linkedin.com/company/finsocial/,servicioalcliente@finsocial.co,01 8000 180757,3,,Finsocial provides credit solutions including payroll loan for teachers and pensioners.,,,,,,,,,,,,,,"Financial Services, Lending and Investments",,,251-500,2.0,,2020-08-18,20000000.0,USD,20000000.0,Debt Financing,,,,,,,,145000000.0,USD,145000000.0,"Morgan Stanley, Symbiotics Group, Bancóldex",3.0,3.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"12,604",32.0,,,,,,,,,,,,19.0,ENLAU,santiago@enlau.co,DONDO,,Get what you want giving what you have,2019-04-01,2100000.0,2021-01-19,2100000.0,USD,901186816.0,CROWDSWAP S.A.S,"7490 Otras actividades profesionales, científicas y técnicas n.c.p.","Carlos Sánchez, Daniel Marulanda, Jesus Marquez, Parker Irving",Bogotá D.C.,Bogotá,jm@crowdswap.com,3017148418,,
VOZY,https://www.crunchbase.com/organization/vozy-inc,"Artificial Intelligence, Enterprise Software, SaaS, Software, Speech Recognition, Virtual Assistant","Medellín, Antioquia, Colombia",Vozy is a voice AI platform that helps companies to transform the way they interact with customers.,"12,160",Latin America,Less than $1M,Active,2016-01-18,day,,,,,For Profit,https://www.vozy.co,https://twitter.com/VozyEspanol,https://www.facebook.com/VozyCo,https://www.linkedin.com/company/vozy/,info@vozy.co,305 590-8534,2,,"Vozy is an artificial intelligence voice platform that helps companies change the way they interact with their customers, using voice assistants and conversational AI.",,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software",3.0,"Helmuth Corzo, Humberto Pertuz, Ricardo Marin",11-50,5.0,Seed,2021-02-11,,,,Seed,,,,Seed,1215000.0,USD,1215000.0,1260000.0,USD,1260000.0,"Wayra, Magma Partners, Impulsum Ventures, Condor, Troopa",3.0,9.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"12,714",67.0,,,39.0,,,,,,,,,20.0,ENTERAPIA,camilo@enterapia.co ,TODOS COMEMOS,"Consumer Goods, Food and Beverage, Food Delivery",Todos Comemos delivers ready to cook meal kits by directly sourcing food from production facilities to offer meal kits at affordable prices.,2020-01-01,150000.0,2020-09-01,150000.0,USD,901399873.0,TODOS COMEMOS SAS,"6201 Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)
6209 Otras actividades de tecnologías de información y actividades de servicios informáticos
6311 Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",Mateo Cardenas,Bogotá D.C.,Bogotá,mateo@todoscomemos.com; santiago@todoscomemos.com,300371341 - 3505084753,,
LEAL,https://www.crunchbase.com/organization/leal,"Analytics, Information Services, Information Technology, Internet","Bogotá, Distrito Especial, Colombia","Leal is a digital platform for retailers in Latin America to identify, engage and reward their most valuable customers.","12,766",Latin America,$1M to $10M,Active,2016-06-15,day,,,,,For Profit,http://www.leal.co,https://www.twitter.com/puntosleal,https://www.facebook.com/puntosleal,https://www.linkedin.com/company/10494210/,info@leal.com.co,(57)3503189980,14,,"Leal is the largest and fastest growing loyalty network in Colombia with over 400 participating brands. For affiliated merchants, Leal provides the technology they need to compete in a digital world. Their digital platform combines business analytics, a powerful CRM, and Point of Sale (POS) system integration to enable merchants to grow their business and communicate effectively with their customers. For registered users, Leal brings together multiple loyalty programs in a single app/card that allows them to earn rewards for their purchases at their favorite merchants.",,,,,,,,,,,,,,"Data and Analytics, Information Technology, Internet Services",2.0,"Camilo Martinez, Florence Frech",51-100,6.0,Early Stage Venture,2020-11-19,5500000.0,USD,5500000.0,Series B,5500000.0,USD,5500000.0,Series B,10000000.0,USD,10000000.0,12000000.0,USD,12000000.0,FCP Emprendimiento e Innovación SP,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"13,344",14.0,,,,,,,,,,,,21.0,ERCO ENERGY,jlopez@ercoenergia.com.co,TREINTA,FinTech,Digital ledger app for Latin American microbusinesses,2020-01-01,,2021-02-11,,,,,,"Lluis Canadell, Man Hei Lou",Bogotá D.C.,Bogotá,hola@treinta.co,,,
UBITS,https://www.crunchbase.com/organization/ubits,"Corporate Training, E-Learning, EdTech, Education, Human Resources","Bogotá, Distrito Especial, Colombia",UBITS is an online learning platform for skilling employees in Latin America.,"12,958",Latin America,$1M to $10M,Active,2013-01-01,year,,,,,For Profit,https://ubits.mx,http://twitter.com/Ubitsco,https://www.facebook.com/ubitscol/,https://www.linkedin.com/company/ubitslearning/,founders@ubits.co,+57 3005715649,4,,UBITS is an online learning platform for skilling employees in Latin America. Through education we empower every person and every organization in Latin America,,,,,,,,,,,,,,"Administrative Services, Education, Software",2.0,"Julián Melo, Marta Helena Forero Sepúlveda",51-100,4.0,,2020-08-04,,,,Venture - Series Unknown,,,,Venture - Series Unknown,2450000.0,USD,2450000.0,2450000.0,USD,2450000.0,"Venture Catalysts, Y Combinator, C3 Ventures, Brian Requarth, GE32 Capital",1.0,10.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1.0,"13,548",26.0,,,21.0,,,,,,,,,22.0,ESCAPPY TRAVEL,,QUQO,"Technology, Logistic, Supply, Marketplace y Data analyst",Solution to optimize the supply chain of shopkeepers through technology.,2018-01-01,700000.0,,700000.0,,901220947.0,QUQO SAS,"6312 Portales web
6202 Actividades de consultoría informática y actividades de administración de instalaciones informáticas
4791 Comercio al por menor realizado a través de internet
 ",Roberto Held Otero,Bogotá D.C.,Bogotá,rheld@quqo.com,3124574701; 3153263548,,1.0
SUPERFUDS,https://www.crunchbase.com/organization/superfüds,"B2B, B2C, Consumer Goods","Bogotá, Distrito Especial, Colombia",Superfüds is solving distribution for emerging brands in Latin America while helping mom & pop stores to earn more money,"13,445",Latin America,Less than $1M,Active,2016-01-06,day,,,,,For Profit,https://superfuds.com/,,https://www.facebook.com/superfuds/,https://www.linkedin.com/company/10040406,sebastian@superfuds.com.co,+573206481094,7,,Superfüds is solving distribution for emerging brands in Latin America while helping mom & pop stores to earn more money,,,,,,,,,,,,,,"Consumer Goods, Other",1.0,Sebastian Hernandez,101-250,5.0,Early Stage Venture,2020-12-22,3300000.0,USD,3300000.0,Series A,3300000.0,USD,3300000.0,Series A,5290000.0,USD,5290000.0,5290000.0,USD,5290000.0,"K50 Ventures, Marstar Investments",2.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"14,048",29.0,,,,,,,,,,,,23.0,FACTCIL ,,*CORTE 01/03/2021,,,,,,,,,,,,,,,,,
CUBBO,https://www.crunchbase.com/organization/cubbo,"B2B, Logistics, Real Estate","Bogotá, Distrito Especial, Colombia",Re-purposing distressed real estate assets into micro-fulfillment spaces throughout Latin America.,"13,719",Latin America,,Active,2021-01-01,day,,,,,For Profit,,,https://www.facebook.com/cubboapp,https://www.linkedin.com/company/cubbo-app,hello@cubbo.com,+57 3173657109,,,"Cubbo is a startup that focuses on repurposing distressed real estate assets (e.g., unused brick-and-mortar outlets or abandoned strip malls) and turning them into spaces suited for new industries, such as urban micro-fulfillment spaces for online retail.",,,,,,,,,,,,,,"Other, Real Estate, Transportation",1.0,Brian York,11-50,1.0,Seed,2021-01-18,2000000.0,USD,2000000.0,Pre-Seed,2000000.0,USD,2000000.0,Pre-Seed,2000000.0,USD,2000000.0,2000000.0,USD,2000000.0,"Graph Ventures, Brian Requarth, Florian Hagenbuch, Julio Vasconcellos, Manolo Atala",,21.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"14,332",,,,,,,,,,,,,24.0,FARMALISTO,jose.mora@farmalisto.com,,,,,,,,,,,,,,,,,,
MAESTRIK,https://www.crunchbase.com/organization/maestrik,"Apps, Education, Internet, Mobile, Software","Bogotá, Distrito Especial, Colombia","You will find the classes, courses and workshops that increase your learning level, so you can project yourself and achieve your goals.","13,776",Latin America,Less than $1M,Active,2017-06-17,day,,,,,For Profit,https://maestrik.com,https://twitter.com/maestrikcol,https://www.facebook.com/maestrikcol/,https://www.linkedin.com/company/maestrik/,camilo@maestrik.com,(+1) 5185201,1,,"Maestrik helps you find the classes, courses and workshops that increase your learning level, so you can project yourself and achieve your goals.",,,,,,,,,,,,,,"Apps, Education, Internet Services, Mobile, Software",2.0,"Camilo Sardi Orozco, Mario Andrés Tobón Orozco",51-100,4.0,Seed,2019-11-07,1319970.0,USD,1319970.0,Debt Financing,750000.0,USD,750000.0,Seed,1300000.0,USD,1300000.0,2619970.0,USD,2619970.0,COLABORATIVOx,,1.0,1.0,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"14,390",29.0,,,,0.0,0.0,,Scientific and electric apparatus and instruments,,,,,25.0,FINAKTIVA,pablo@finaktiva.com,,,,,,,,,,,,,,,,,,
